dateTime,id,value
2023-11-15 06:25:45.000,15411,0.0
2023-11-15 06:25:45.000,15421,13420.0
2023-11-15 06:25:45.000,22001,0.0
2023-11-15 06:25:45.100,15411,0.0
2023-11-15 06:25:45.100,22001,0.0
2023-11-15 06:25:56.200,15411,6.869451112711795
2023-11-15 06:25:56.300,22001,6.869451112711795
2023-11-15 06:25:57.700,15411,11.874587422148887
2023-11-15 06:25:57.800,22001,11.874587422148887
2023-11-15 06:25:59.400,15411,17.49193601983115
2023-11-15 06:25:59.500,22001,17.49193601983115
2023-11-15 06:26:00.800,15411,22.558238330466764
2023-11-15 06:26:00.900,22001,22.558238330466764
2023-11-15 06:26:02.200,15411,28.13577843148488
2023-11-15 06:26:02.300,15411,22.21294549045261
2023-11-15 06:26:02.300,22001,28.13577843148488
2023-11-15 06:26:02.400,22001,22.21294549045261
2023-11-15 06:26:02.500,15411,28.51599949642179
2023-11-15 06:26:02.600,22001,28.51599949642179
2023-11-15 06:26:04.200,15411,34.59659541258417
2023-11-15 06:26:04.300,15411,28.72870261315225
2023-11-15 06:26:04.300,22001,34.59659541258417
2023-11-15 06:26:04.400,22001,28.72870261315225
2023-11-15 06:26:04.500,15411,35.00098200626156
2023-11-15 06:26:04.600,22001,35.00098200626156
2023-11-15 06:26:04.700,15411,29.925594397161987
2023-11-15 06:26:04.800,22001,29.925594397161987
2023-11-15 06:26:05.200,15411,37.5114825843505
2023-11-15 06:26:05.300,22001,37.5114825843505
2023-11-15 06:26:06.600,15411,42.8672315140189
2023-11-15 06:26:06.700,15411,37.19119490017437
2023-11-15 06:26:06.700,22001,42.8672315140189
2023-11-15 06:26:06.800,22001,37.19119490017437
2023-11-15 06:26:06.900,15411,43.06169071582929
2023-11-15 06:26:07.000,22001,43.06169071582929
2023-11-15 06:26:08.700,15411,49.33499300397368
2023-11-15 06:26:08.800,22001,49.33499300397368
2023-11-15 06:26:10.300,15411,54.951343312906445
2023-11-15 06:26:10.400,22001,54.951343312906445
2023-11-15 06:26:12.200,15411,60.295826809333754
2023-11-15 06:26:12.300,22001,60.295826809333754
2023-11-15 06:26:13.700,15411,65.86119536899419
2023-11-15 06:26:13.800,22001,65.86119536899419
2023-11-15 06:26:15.100,15411,70.99421653353818
2023-11-15 06:26:15.200,22001,70.99421653353818
2023-11-15 06:26:17.000,15411,76.89919390561118
2023-11-15 06:26:17.100,22001,76.89919390561118
2023-11-15 06:26:18.600,15411,82.20858942504974
2023-11-15 06:26:18.700,22001,82.20858942504974
2023-11-15 06:26:18.800,15411,76.82812001142007
2023-11-15 06:26:18.900,22001,76.82812001142007
2023-11-15 06:26:19.100,15411,83.07089500429723
2023-11-15 06:26:19.200,22001,83.07089500429723
2023-11-15 06:26:20.800,15411,89.24811363793347
2023-11-15 06:26:20.900,22001,89.24811363793347
2023-11-15 06:26:22.500,15411,94.27391191414465
2023-11-15 06:26:22.600,22001,94.27391191414465
